Baumnummer;Bereich;Haus-Nr;Genauer Standort;Sicherheitserwartung;Benutzer;Campus;St-Du (cm);St-U (cm);Höhe (m);Kronen-DM (m);Pflanzjahr;nächste Kontrolle;Verkehrssicherheit;Sonstiges;Bewertung Wurzeln;Bewertung Stamm;Bewertung Krone;Art deutsch;Art botanisch;Kronenform;Vitalität;Physiologie;GUID_Baum;Baumfläche;RW;HW;Kontrolldatum;Symptome Wurzeln;Symptome Stamm;Symptome Krone;Maßnahme
7001;07;;Gebäude 701;1-höher;SVBüro-Strasser;Nord;45;141;17;11;1965;2019-03;2-zweifelhaft;BKP 2018;3-erhebliche Schäden;1-leichte Schäden;1-leichte Schäden;Berg-Ahorn;Acer pseudoplatanus;1-normal;1-vital;4-Schadbaum;8e0bcb56-46a6-4d81-b289-c5fa3fbdad28;;3458600,791;5440579,744;25.05.2018;03-Pilzbefall, 01-Verletzung, 07-Baumumfeld;01-Verletzung;07-Totholz, 08-Wipfeldürre;b17-Weitergehende Untersuchung (6-wichtig Gutachter) (BKP Wurzel Südost-Seite)
7002;07;;Gebäude 701;2-normal;SVBüro-Strasser;Nord;29;91;19;10;1975;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;0-keine Schäden;Schwarznuss;Juglans nigra;1-normal;2-geschwächt;2-Erwachsener Baum;8000b886-fef7-4faf-9826-1d0a79e84351;;3458593,493;5440579,325;25.05.2018;07-Baumumfeld;;;
7003;07;;Gebäude 701;2-normal;SVBüro-Strasser;Nord;29;91;18;14;1975;2019-03;1-verkehrssicher;2 stämmig ;0-keine Schäden;0-keine Schäden;0-keine Schäden;Blut-Buche;Fagus sylvatica 'Atropunicea';1-normal;1-vital;2-Erwachsener Baum;bd555701-344f-4fb8-9a1d-3b77cb4b931a;;3458587,511;5440577,052;25.05.2018;;;;b03-Kronenpflege (4-wünschenswert) (Gebäude freischneiden )
7004;07;;Gebäude 701;2-normal;SVBüro-Strasser;Nord;26;82;18;9;1975;2019-03;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;0-keine Schäden;Schwarznuss;Juglans nigra;1-normal;1-vital;2-Erwachsener Baum;2b3706f9-54ad-4437-a4f0-44895524ffc4;;3458582,665;5440581,718;25.05.2018;;01-Verletzung;;
7005;07;;Gebäude 701;1-höher;SVBüro-Strasser;Nord;32;101;22;8;1965;2019-03;1-verkehrssicher;;2-deutliche Schäden;0-keine Schäden;1-leichte Schäden;Vogel-, Süss-Kirsche;Prunus avium;1-normal;2-geschwächt;2-Erwachsener Baum;98eb5844-e2ad-45d8-9fdb-6ab9f09d1530;;3458585,477;5440587,52;25.05.2018;02-Höhlung, 07-Baumumfeld;;11-Astab-/ausbruch;
7006;07;;Gebäude 701;1-höher;SVBüro-Strasser;Nord;59;185;23;12;1965;2019-03;1-verkehrssicher;Starkastschnitte Krone ;0-keine Schäden;0-keine Schäden;2-deutliche Schäden;Rot-Eiche;Quercus rubra;1-normal;1-vital;2-Erwachsener Baum;525c9ae3-ecd1-43a9-b5c8-057f198b8ffd;;3458589,664;5440590,93;25.05.2018;;;01-Verletzung;
7007;07;;Gebäude 701;1-höher;SVBüro-Strasser;Nord;38;119;17;8;1980;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Weiss-/Sandbirke;Betula pendula;1-normal;1-vital;2-Erwachsener Baum;d6e8a09c-8402-44c1-9c3a-b8eef1ff1851;;3458593,553;5440589,255;25.05.2018;;01-Verletzung;;
7008;07;;Gebäude 701;2-normal;SVBüro-Strasser;Nord;11;35;16;6;1990;2019-03;1-verkehrssicher;Stämmlinge entfernt  ;2-deutliche Schäden;0-keine Schäden;0-keine Schäden;Berg-Ahorn;Acer pseudoplatanus;1-normal;1-vital;2-Erwachsener Baum;6d6f7cd8-3fe4-4605-a981-75f3784ec667;;3458592,297;5440586,384;25.05.2018;02-Höhlung;;;
7009;07;;Gebäude 705;1-höher;SVBüro-Strasser;Nord;37;116;15;10;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Rotbuche;Fagus sylvatica;1-normal;2-geschwächt;2-Erwachsener Baum;5e163204-8d57-459d-a25f-23aaa31e0a29;;3458605,674;5440625,159;29.05.2018;;;01-Verletzung;
7010;07;;Gebäude 705;1-höher;SVBüro-Strasser;Nord;37;116;12;9;1980;2019-03;1-verkehrssicher;;0-keine Schäden;3-erhebliche Schäden;0-keine Schäden;Bunter Eschen-Ahorn;Acer negundo 'Variegatum';1-normal;1-vital;4-Schadbaum;c3f911f8-a668-432e-9067-83c8ff679f23;;3458639,446;5440612,611;29.05.2018;;02-Höhlung;;
7011;07;;Gebäude 705;1-höher;SVBüro-Strasser;Nord;50;157;16;13;1965;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;1-vital;2-Erwachsener Baum;101e4305-b2e4-4f6e-935e-6330d1a92309;;3458639,782;5440619,848;29.05.2018;;;;
7012;07;;Gebäude 705;2-normal;SVBüro-Strasser;Nord;31;97;14;9;1990;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Rot-Fichte;Picea abies;1-normal;1-vital;2-Erwachsener Baum;33c256e5-80e6-4ad1-9b54-a676033a35a3;;3458642,492;5440647,295;29.05.2018;;;;
7013;07;;Gebäude 705;2-normal;SVBüro-Strasser;Nord;21;66;11;5;1990;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Blut-Buche;Fagus sylvatica 'Atropunicea';1-normal;2-geschwächt;2-Erwachsener Baum;b2701ee6-3d70-494a-81c9-16cdb43de33c;;3458641,258;5440650,597;29.05.2018;;01-Verletzung;;
7014;07;;Gebäude 705;2-normal;SVBüro-Strasser;Nord;26;82;13;7;1990;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Rot-Fichte;Picea abies;1-normal;1-vital;2-Erwachsener Baum;dee55490-3169-43b5-b2a1-e3c5684db89b;;3458636,79;5440652,231;29.05.2018;;;;
7015;07;;Gebäude 705;2-normal;SVBüro-Strasser;Nord;47;148;15;8;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;1-vital;2-Erwachsener Baum;42dd6436-6d54-4361-b5a8-89dd47e7c3c2;;3458637,39;5440648,096;29.05.2018;;;;
7016;07;;Gebäude 706;3-geringer;SVBüro-Strasser;Nord;17;53;9;6;2003;2019-03;1-verkehrssicher;mehrstämmig  ;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Berg-Ahorn;Acer pseudoplatanus;1-normal;1-vital;2-Erwachsener Baum;25849901-a155-416f-acd9-ab14e1d66f32;;3458591,387;5440653,66;29.05.2018;;01-Verletzung;01-Verletzung;
7017;07;;Gebäude 706;3-geringer;SVBüro-Strasser;Nord;29;91;10;8;1990;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;2-Erwachsener Baum;866642c1-78c7-4632-a93c-da0e251711cf;;3458588,375;5440648,953;29.05.2018;;;;
7018;07;;Gebäude 706;3-geringer;SVBüro-Strasser;Nord;17;53;9;7;2003;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;2-Erwachsener Baum;981ff7af-0174-4ce9-92ea-b84e35063440;;3458584,229;5440640,972;29.05.2018;;05-V-Vergabelung;01-Verletzung;
7019;07;;Gebäude 706;1-höher;SVBüro-Strasser;Nord;23;72;5;8;2000;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Vogel-, Süss-Kirsche;Prunus avium;3-ausladend;1-vital;2-Erwachsener Baum;8d2232d6-6ace-4e4b-9559-345c36ce9d85;;3458575,107;5440633,509;29.05.2018;;;01-Verletzung;
7020;07;;Gebäude 707;2-normal;SVBüro-Strasser;Nord;36;113;13;10;1975;2019-03;1-verkehrssicher;;2-deutliche Schäden;0-keine Schäden;0-keine Schäden;Blut-Buche;Fagus sylvatica 'Atropunicea';1-normal;1-vital;2-Erwachsener Baum;89e200a6-dfa5-4982-a0d3-ea83749f20b7;;3458559,145;5440632,783;29.05.2018;01-Verletzung;;;
7021;07;;Gebäude 707;2-normal;SVBüro-Strasser;Nord;44;138;15;8;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;1-vital;2-Erwachsener Baum;a488c804-7c62-4b5b-a272-92614998e272;;3458559,767;5440636,722;29.05.2018;;;;
7022;07;;Gebäude 707;1-höher;SVBüro-Strasser;Nord;33;104;12;13;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Eschen-Ahorn;Acer negundo;3-ausladend;1-vital;2-Erwachsener Baum;c9e2de76-c7ce-4d1a-b96f-9892fec32f71;;3458562,876;5440648,331;29.05.2018;;;01-Verletzung;
7023;07;;Gebäude 707;1-höher;SVBüro-Strasser;Nord;39;123;16;8;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;2-geschwächt;2-Erwachsener Baum;a1b69c2d-2343-4251-8d16-044beee77d0c;;3458563,346;5440670,222;29.05.2018;;;04-Riss/Rippe;
7024;07;;Gebäude 707;1-höher;SVBüro-Strasser;Nord;41;129;17;9;1975;2019-03;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;0-keine Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;2-geschwächt;2-Erwachsener Baum;5fcd78ca-1775-435f-b438-3cab267427c3;;3458558,575;5440671,29;29.05.2018;;05-V-Vergabelung;;
7025;07;;Gebäude 707;1-höher;SVBüro-Strasser;Nord;45;141;15;9;1975;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;1-vital;2-Erwachsener Baum;58ee95d6-423f-4340-8aae-f2c44c56e045;;3458553,651;5440672,327;29.05.2018;;;14-Baumfremder Bewuchs;
7026;07;;Gebäude 707;1-höher;SVBüro-Strasser;Nord;45;141;13;11;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;1-vital;2-Erwachsener Baum;7e34d853-85b7-420a-b301-23e59a2a0496;;3458548,261;5440673,83;29.05.2018;;;12-ungünst. Kronenaufbau, 11-Astab-/ausbruch;
7027;07;;Gebäude 707;1-höher;SVBüro-Strasser;Nord;42;132;16;8;1985;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Schwarz-Pappel;Populus nigra;1-normal;1-vital;2-Erwachsener Baum;bc90a9bf-acf8-4471-8360-818d06431d47;;3458539,609;5440678,207;30.05.2018;;;;
7028;07;;Gebäude 717;1-höher;SVBüro-Strasser;Nord;17;53;8;5;2000;2020-04;1-verkehrssicher;2 stämmig ;0-keine Schäden;1-leichte Schäden;2-deutliche Schäden;Korkenzieher-Weide;Salix matsudana 'Tortuosa';5-gekappt;1-vital;1-Jungbaum;b8fd3114-d857-4de7-82dc-ac82cd92e628;;3458533,765;5440674,324;30.05.2018;;01-Verletzung;10-Kappung;
7029;07;;Gebäude 717;1-höher;SVBüro-Strasser;Nord;25;79;3;3;1995;2019-03;1-verkehrssicher;Habitatbaum;0-keine Schäden;0-keine Schäden;3-erhebliche Schäden;Silber-Weide;Salix alba;5-gekappt;1-vital;4-Schadbaum;31c06dc9-d8c4-41ca-a001-2043b8043bfe;;3458531,806;5440664,669;30.05.2018;;;10-Kappung;
7030;07;;Gebäude 707;1-höher;SVBüro-Strasser;Nord;23;72;10;7;1995;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Winter-Linde;Tilia cordata;1-normal;1-vital;2-Erwachsener Baum;93ed4f25-a786-45f2-a237-da0044d6a6a8;;3458536,765;5440655,6;30.05.2018;;;01-Verletzung;
7031;07;;Gebäude 707;1-höher;SVBüro-Strasser;Nord;21;66;9;7;1995;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Winter-Linde;Tilia cordata;1-normal;1-vital;2-Erwachsener Baum;e904036f-7eb3-45a5-a61f-17e5fa81a760;;3458533,9;5440656,23;30.05.2018;;;;
7032;07;;Gebäude 707;1-höher;SVBüro-Strasser;Nord;23;72;10;8;1995;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Winter-Linde;Tilia cordata;1-normal;1-vital;2-Erwachsener Baum;3693f3c6-e8de-4d14-abdb-e85dfa558965;;3458533,284;5440652,273;30.05.2018;;;;
7033;07;;Gebäude 707;2-normal;SVBüro-Strasser;Nord;38;119;14;13;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Rotbuche;Fagus sylvatica;3-ausladend;1-vital;2-Erwachsener Baum;2aa6b3c8-91a1-435c-9ad7-089de1ca52bf;;3458538,813;5440644,373;30.05.2018;;;;
7034;07;;Gebäude 707;2-normal;SVBüro-Strasser;Nord;33;104;16;11;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Rotbuche;Fagus sylvatica;1-normal;1-vital;2-Erwachsener Baum;568d4b41-c6a3-4c59-bc76-9d985aac4119;;3458538,028;5440640,632;30.05.2018;;;;
7035;07;;Gebäude 707;2-normal;SVBüro-Strasser;Nord;37;116;16;13;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;2-Erwachsener Baum;e972466f-ca38-47dc-987e-0246a075381e;;3458537,305;5440637,081;30.05.2018;;;;
7036;07;;Gebäude 707;2-normal;SVBüro-Strasser;Nord;30;94;16;9;1975;2019-03;1-verkehrssicher;bedrängt;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Linde;Tilia x;1-normal;1-vital;2-Erwachsener Baum;a0507dce-6114-4d8c-b500-c3f903663624;;3458535,922;5440634,849;30.05.2018;;05-V-Vergabelung;;
7037;07;;Gebäude 707;2-normal;SVBüro-Strasser;Nord;36;113;16;11;1975;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Blut-Buche;Fagus sylvatica 'Atropunicea';1-normal;1-vital;2-Erwachsener Baum;439c07d3-2dbe-400a-8aa3-6add61a68226;;3458536,99;5440631,926;30.05.2018;;01-Verletzung;;
7038;07;;Gebäude 707;1-höher;SVBüro-Strasser;Nord;54;170;13;8;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;1-vital;2-Erwachsener Baum;a3f5f117-0a01-4b67-84a8-3b1e0b85ad8e;;3458543,999;5440626,544;30.05.2018;;;;
7039;07;;Gebäude 717;3-geringer;SVBüro-Strasser;Nord;41;129;12;8;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Stiel-Eiche;Quercus robur;1-normal;2-geschwächt;2-Erwachsener Baum;898ecae5-6432-427c-bdab-cec64861a033;;3458479,394;5440613,212;30.05.2018;;;08-Wipfeldürre;b03-Kronenpflege (4-wünschenswert) (Richtung Metallobjekt freischneiden )
7040;07;;Gebäude 713;1-höher;SVBüro-Strasser;Nord;41;129;13;9;1975;2019-03;1-verkehrssicher;;1-leichte Schäden;1-leichte Schäden;1-leichte Schäden;Edel-, Esskastanie;Castanea sativa;1-normal;1-vital;2-Erwachsener Baum;663bcb95-248e-4e86-be26-93ef4a6063a2;;3458454,242;5440598,865;30.05.2018;01-Verletzung;05-V-Vergabelung, 01-Verletzung;01-Verletzung;b03-Kronenpflege (4-wünschenswert) (Richtung Gebäude freischneiden )
7041;07;;Gebäude 713;1-höher;SVBüro-Strasser;Nord;41;129;14;12;1975;2019-03;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;1-leichte Schäden;Vogel-, Süss-Kirsche;Prunus avium;3-ausladend;1-vital;2-Erwachsener Baum;5e0169df-b8a3-442e-8994-d56c40e283af;;3458440,008;5440602,053;30.05.2018;;01-Verletzung;01-Verletzung;
7042;07;;Gebäude 713;1-höher;SVBüro-Strasser;Nord;23;72;8;7;1995;2019-03;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;0-keine Schäden;Edel-, Esskastanie;Castanea sativa;1-normal;1-vital;2-Erwachsener Baum;aced9649-f7df-40f6-951d-6c92d88fb3ad;;3458433,303;5440603,811;30.05.2018;;01-Verletzung;;
7043;07;;Gebäude 713;1-höher;SVBüro-Strasser;Nord;37;116;13;12;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Trauben-Eiche;Quercus petraea;3-ausladend;1-vital;2-Erwachsener Baum;f8cdd16f-7345-4dcb-ab54-13227ab871e2;;3458426,998;5440607,92;30.05.2018;;;01-Verletzung;
7044;07;;Gebäude 713;2-normal;SVBüro-Strasser;Nord;33;104;8;10;1985;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Edel-, Esskastanie;Castanea sativa;3-ausladend;1-vital;2-Erwachsener Baum;95f9689c-2115-46d0-baae-00a886d24bd0;;3458445,57;5440628,427;30.05.2018;;;01-Verletzung;
7045;07;;Gebäude 713;2-normal;SVBüro-Strasser;Nord;31;97;12;9;1985;2019-03;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;1-leichte Schäden;Winter-Linde;Tilia cordata;1-normal;1-vital;2-Erwachsener Baum;4cb530fe-69c1-4397-b1a6-c9ed530f1135;;3458441,507;5440634,86;30.05.2018;;01-Verletzung;01-Verletzung;b03-Kronenpflege (4-wünschenswert)
7046;07;;Gebäude 710;2-normal;SVBüro-Strasser;Nord;16;50;6;4;2000;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Winter-Linde;Tilia cordata;1-normal;1-vital;2-Erwachsener Baum;ae1a67e4-5fe9-4be2-9fec-3d2e2a2b9e23;;3458443,66;5440641,584;30.05.2018;;01-Verletzung;;
7047;07;;Gebäude 710;1-höher;SVBüro-Strasser;Nord;21;66;4;6;2000;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Kugel-Trompetenbaum;Catalpa bignonioides 'Nana';1-normal;1-vital;2-Erwachsener Baum;21bc2cae-aad8-448c-b969-ac1d3127ffaa;;3458429,129;5440635,216;30.05.2018;;;01-Verletzung;
7048;07;;Gebäude 710;1-höher;SVBüro-Strasser;Nord;14;44;3;4;2000;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Kugel-Trompetenbaum;Catalpa bignonioides 'Nana';4-reduziert;2-geschwächt;2-Erwachsener Baum;859ea717-2e3f-486a-a982-c495ea2c2677;;3458431,5;5440644,802;30.05.2018;;01-Verletzung;01-Verletzung, 08-Wipfeldürre;
7049;07;;Gebäude 710;1-höher;SVBüro-Strasser;Nord;19;60;4;6;2000;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Kugel-Trompetenbaum;Catalpa bignonioides 'Nana';1-normal;1-vital;2-Erwachsener Baum;bc9b6c20-00f2-477a-9da2-3086aac9a422;;3458434,481;5440654,727;30.05.2018;;;01-Verletzung;
7050;07;;Gebäude 710;1-höher;SVBüro-Strasser;Nord;52;163;13;11;1975;2019-03;1-verkehrssicher;Misteln;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;1-vital;2-Erwachsener Baum;e3ee8f7f-1525-4670-b5c2-2cd41a653a0a;;3458441,56;5440653,609;30.05.2018;;;12-ungünst. Kronenaufbau, 14-Baumfremder Bewuchs, 11-Astab-/ausbruch;b03-Kronenpflege (4-wünschenswert)
7051;07;;Gebäude 720;2-normal;SVBüro-Strasser;Nord;13;41;5;5;2005;2020-04;1-verkehrssicher;3 stämmig ;0-keine Schäden;0-keine Schäden;0-keine Schäden;Weiss-/Sandbirke;Betula pendula;1-normal;1-vital;1-Jungbaum;43b83d8e-e849-4d26-9fa3-5dbf8dc603d9;;3458485,968;5440679,304;30.05.2018;;;;
7052;07;;Gebäude 720;2-normal;SVBüro-Strasser;Nord;7;22;3;1;2014;2020-04;1-verkehrssicher;Quercus rubra haaren ;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Rot-Eiche;Quercus rubra;1-normal;2-geschwächt;1-Jungbaum;9922429b-d59f-43cd-9544-73e6a6419630;;3458455,858;5440706,315;30.05.2018;;;08-Wipfeldürre;
7053;07;;Gebäude 712;2-normal;SVBüro-Strasser;Nord;6;19;6;2;2014;2020-04;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;1-Jungbaum;23d5b8b0-87c1-4837-abb9-e71923632ee7;;3458410,249;5440719,095;30.05.2018;;;;
7054;07;;Gebäude 712;2-normal;SVBüro-Strasser;Nord;6;19;6;2;2014;2020-04;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;1-Jungbaum;5c3e1dd9-cc2d-41c6-9621-435171e3a635;;3458417,734;5440716,741;30.05.2018;;;;
7055;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;15;47;11;5;1990;2019-03;1-verkehrssicher;Stämmling entfernt  ;2-deutliche Schäden;0-keine Schäden;0-keine Schäden;Stiel-Eiche;Quercus robur;1-normal;1-vital;2-Erwachsener Baum;4d24fdfc-04c4-424b-87dc-e193086279dc;;3458425,993;5440711,884;30.05.2018;01-Verletzung;;;
7056;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;15;47;12;5;1990;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Stiel-Eiche;Quercus robur;1-normal;2-geschwächt;2-Erwachsener Baum;e83a321d-7ac8-4d14-9031-fca24d867b6b;;3458427,586;5440714,433;30.05.2018;;;12-ungünst. Kronenaufbau;b03-Kronenpflege (4-wünschenswert) (Konkurrenztrieb bei 3-5 cm reduzieren )
7057;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;21;66;13;7;1990;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Stiel-Eiche;Quercus robur;1-normal;1-vital;2-Erwachsener Baum;5a366ad0-262a-47f1-8959-1932fb0675fc;;3458429,508;5440714,369;30.05.2018;;;;
7058;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;15;47;11;5;1990;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Stiel-Eiche;Quercus robur;1-normal;1-vital;2-Erwachsener Baum;3a75c495-edf9-4fb2-91c8-81dc9222cad9;;3458429,572;5440711,468;30.05.2018;;;;
7059;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;28;88;14;9;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Stiel-Eiche;Quercus robur;1-normal;1-vital;2-Erwachsener Baum;fe167b61-3311-4155-80e6-a7d8b2c35032;;3458433,135;5440705,82;30.05.2018;;;;
7060;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;12;38;11;4;1995;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;0-keine Schäden;Weiss-/Sandbirke;Betula pendula;1-normal;1-vital;2-Erwachsener Baum;ca842d51-191a-46d5-b7c4-cf7f340040cc;;3458428,553;5440701,755;30.05.2018;01-Verletzung;;;
7061;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;29;91;14;10;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Stiel-Eiche;Quercus robur;1-normal;2-geschwächt;2-Erwachsener Baum;9aff59f0-6897-4b57-8c5c-bc3b5caa051f;;3458431,663;5440696,666;30.05.2018;;;05-V-Vergabelung;b02-Lichtraumprofilschnitt (4-wünschenswert)
7062;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;34;107;19;8;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Douglasie;Pseudotsuga menziesii;1-normal;2-geschwächt;2-Erwachsener Baum;8f0f82df-bbb4-4ee7-9d1b-5cad1cf08da1;;3458425,148;5440694,769;30.05.2018;;;;
7063;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;33;104;16;9;1980;2019-03;1-verkehrssicher;Misteln ;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;2-geschwächt;2-Erwachsener Baum;c5f5982a-d792-4968-aadb-b20676a49df1;;3458422,515;5440696,594;30.05.2018;;;14-Baumfremder Bewuchs;b03-Kronenpflege (4-wünschenswert) (Gebäude freischneiden )
7064;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;40;126;21;9;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Douglasie;Pseudotsuga menziesii;1-normal;2-geschwächt;2-Erwachsener Baum;c4adbf3b-35ca-4a4c-b91e-6d9373f4542f;;3458423,674;5440690,942;30.05.2018;;;;
7065;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;44;138;16;11;1970;2019-03;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;0-keine Schäden;Rotbuche;Fagus sylvatica;1-normal;1-vital;2-Erwachsener Baum;75a9f1ef-3e5d-4f00-9adf-c64add9c4b98;;3458420,093;5440688,696;30.05.2018;;01-Verletzung, 05-V-Vergabelung;;
7066;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;54;170;18;11;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;1-vital;2-Erwachsener Baum;23e1e97e-5bee-4baf-abf7-560b4dc5cdb4;;3458422,796;5440684,694;30.05.2018;;;;
7067;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;29;91;12;11;1980;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Stiel-Eiche;Quercus robur;1-normal;2-geschwächt;2-Erwachsener Baum;34c06ea3-ba1f-48fe-836d-122ab94ad5ca;;3458428,2;5440688,363;30.05.2018;;01-Verletzung;;
7068;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;17;53;3;4;2000;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Kugel-Trompetenbaum;Catalpa bignonioides 'Nana';1-normal;1-vital;2-Erwachsener Baum;b35fb144-2a1e-450f-b001-b7d3c33475f6;;3458426,391;5440680,928;30.05.2018;;;01-Verletzung;
7069;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;15;47;3;4;2000;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Kugel-Trompetenbaum;Catalpa bignonioides 'Nana';1-normal;1-vital;2-Erwachsener Baum;11ab0faf-6544-494e-92f7-6c1fdfb5e3d4;;3458419,724;5440679,684;30.05.2018;;;01-Verletzung;
