Baumnummer;Bereich;Haus-Nr;Genauer Standort;Sicherheitserwartung;Benutzer;Campus;St-Du (cm);St-U (cm);Höhe (m);Kronen-DM (m);Pflanzjahr;nächste Kontrolle;Verkehrssicherheit;Sonstiges;Bewertung Wurzeln;Bewertung Stamm;Bewertung Krone;Art deutsch;Art botanisch;Kronenform;Vitalität;Physiologie;GUID_Baum;Baumfläche;RW;HW;Kontrolldatum;Symptome Wurzeln;Symptome Stamm;Symptome Krone;Maßnahme
7070;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;6;19;5;2;2016;2020-04;1-verkehrssicher;Prunus serulata Kanzan ;0-keine Schäden;0-keine Schäden;0-keine Schäden;Japan. Blüten-Kirsche;Prunus serrulata;1-normal;1-vital;1-Jungbaum;247f623c-5857-43b0-bca4-cc417922ca3b;;3458415,371;5440672,016;30.05.2018;;;;
7071;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;30;94;15;10;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Linde;Tilia x;1-normal;1-vital;2-Erwachsener Baum;0530bd3e-41ca-451d-9996-e6e9fae10811;;3458420,846;5440660,642;30.05.2018;;;;b02-Lichtraumprofilschnitt (4-wünschenswert)
7072;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;8;25;4;2;2016;2020-04;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Nordmanns-Tanne;Abies nordmanniana;1-normal;1-vital;1-Jungbaum;24fd5b75-7dd9-4782-b63d-db2ce5976cc5;;3458416,148;5440660,497;30.05.2018;;;;
7073;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;17;53;11;3;1995;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Tanne;Abies;1-normal;1-vital;2-Erwachsener Baum;86f7767a-272b-4fa8-a199-7f7a6a49c5a1;;3458413,335;5440658,052;30.05.2018;;;;
7074;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;24;75;13;11;1990;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Vogel-, Süss-Kirsche;Prunus avium;1-normal;2-geschwächt;2-Erwachsener Baum;6e2dfa1c-a0ee-40be-843d-a96ac6b9b8e4;;3458412,23;5440652,863;30.05.2018;;01-Verletzung;;
7075;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;16;50;12;5;1995;2019-03;1-verkehrssicher;2 Bäume ;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Feld-Ahorn;Acer campestre;1-normal;1-vital;2-Erwachsener Baum;964eba37-ab6b-4ef4-b581-a498a07143a4;;3458408,112;5440649,514;30.05.2018;;01-Verletzung;;
7076;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;41;129;19;10;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Douglasie;Pseudotsuga menziesii;1-normal;1-vital;2-Erwachsener Baum;78da2634-2429-49e5-b19d-24743e207202;;3458411,776;5440643,431;30.05.2018;;;;
7077;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;30;94;16;10;1985;2019-03;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;0-keine Schäden;Bunter Eschen-Ahorn;Acer negundo 'Variegatum';1-normal;1-vital;2-Erwachsener Baum;824bd186-a50f-4853-8e5c-92ae3969272f;;3458405,966;5440642,787;30.05.2018;;01-Verletzung;;
7078;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;50;157;17;11;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;1-vital;2-Erwachsener Baum;889c790d-006f-46cd-afe0-42a0681880e7;;3458410,64;5440638,353;30.05.2018;;;;
7079;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;22;69;15;4;1995;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Tanne;Abies;1-normal;1-vital;2-Erwachsener Baum;688e579a-b923-4ffe-b8be-f07af030e7b8;;3458408,225;5440636,223;30.05.2018;;;;
7080;07;;Gebäude 714;2-normal;SVBüro-Strasser;Nord;25;79;11;7;1990;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;0-keine Schäden;Linde;Tilia x;1-normal;1-vital;2-Erwachsener Baum;0ba6da41-c2ea-4751-a5e8-164f59ecae0e;;3458404,984;5440624,303;30.05.2018;02-Höhlung;;;
7081;07;;Gebäude 714;3-geringer;SVBüro-Strasser;Nord;25;79;9;8;1995;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Feld-Ahorn;Acer campestre;1-normal;1-vital;2-Erwachsener Baum;dca28b8f-497c-4f6c-bcf9-4822b0574204;;3458397,402;5440614,396;30.05.2018;;;;
7082;07;;Gebäude 714;1-höher;SVBüro-Strasser;Nord;28;88;10;8;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Stiel-Eiche;Quercus robur;1-normal;1-vital;2-Erwachsener Baum;8bc9c466-ba8a-42d2-be7d-5495bdee8b8a;;3458390,115;5440591,596;30.05.2018;;;;
7083;07;;Gebäude 714;1-höher;SVBüro-Strasser;Nord;29;91;12;10;1980;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Stiel-Eiche;Quercus robur;1-normal;1-vital;2-Erwachsener Baum;0eac5a24-f20c-40b3-969e-6b855a1a7753;;3458373,139;5440595,764;30.05.2018;;01-Verletzung;;b03-Kronenpflege (4-wünschenswert)
7084;07;;Gebäude 714;1-höher;SVBüro-Strasser;Nord;31;97;12;11;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Vogel-, Süss-Kirsche;Prunus avium;1-normal;1-vital;2-Erwachsener Baum;086226d4-f235-4fe4-9e4f-7027369592c9;;3458353,286;5440601,853;30.05.2018;;;;b02-Lichtraumprofilschnitt (4-wünschenswert)
7085;07;;Gebäude 714;1-höher;SVBüro-Strasser;Nord;28;88;12;9;1980;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Stiel-Eiche;Quercus robur;1-normal;1-vital;2-Erwachsener Baum;8fbbfb78-8982-4afc-bb9e-e0fd24d188b0;;3458345,328;5440605,102;30.05.2018;;01-Verletzung;;b02-Lichtraumprofilschnitt (4-wünschenswert)
7086;07;;Gebäude 714;1-höher;SVBüro-Strasser;Nord;30;94;13;9;1980;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;1-leichte Schäden;Stiel-Eiche;Quercus robur;1-normal;1-vital;2-Erwachsener Baum;3fe170f1-26aa-476c-85a5-c101b523a741;;3458333,493;5440607,325;30.05.2018;01-Verletzung;;01-Verletzung;b02-Lichtraumprofilschnitt (4-wünschenswert)
7087;07;;Gebäude 714;1-höher;SVBüro-Strasser;Nord;24;75;10;5;1995;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Feld-Ahorn;Acer campestre;1-normal;1-vital;2-Erwachsener Baum;0d6d68fb-e580-4030-b324-fcd254a6f3eb;;3458338,897;5440624,358;30.05.2018;;;;
7088;07;;Gebäude 714;2-normal;SVBüro-Strasser;Nord;19;60;11;8;1995;2019-03;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;0-keine Schäden;Feld-Ahorn;Acer campestre;1-normal;1-vital;2-Erwachsener Baum;8b16f366-1d57-4347-9419-60cbb09ec018;;3458337,127;5440625,077;30.05.2018;;01-Verletzung;;
7089;07;;Gebäude 714;2-normal;SVBüro-Strasser;Nord;37;116;16;9;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;e6e19b28-4314-4868-9c12-a203c952f130;;3458331,106;5440626,246;30.05.2018;;;;
7090;07;;Gebäude 714;1-höher;SVBüro-Strasser;Nord;22;69;11;7;1995;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Vogel-, Süss-Kirsche;Prunus avium;1-normal;1-vital;2-Erwachsener Baum;ffed96bb-ec37-488c-ac4a-c73d13bd5f6b;;3458317,248;5440631,506;30.05.2018;;;;
7091;07;;Gebäude 714;1-höher;SVBüro-Strasser;Nord;38;119;17;9;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;f507ee1f-a588-407d-960c-2e2fa8e81dbf;;3458321,327;5440632,894;30.05.2018;;;;
7092;07;;Gebäude 714;1-höher;SVBüro-Strasser;Nord;40;126;15;10;1980;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Gemeine Kiefer, Föhre;Pinus sylvestris;1-normal;1-vital;2-Erwachsener Baum;33c7b8df-b2f3-438b-8562-0edc81db0503;;3458321,78;5440637,277;30.05.2018;;10-Baumfremder Bewuchs;;
7093;07;;Gebäude 714;1-höher;SVBüro-Strasser;Nord;21;66;10;7;1995;2019-03;1-verkehrssicher;2 Bäume ;0-keine Schäden;0-keine Schäden;0-keine Schäden;Edel-, Esskastanie;Castanea sativa;1-normal;1-vital;2-Erwachsener Baum;279e1e40-8295-4286-8f6b-5cc85951de61;;3458324,601;5440641,458;30.05.2018;;;;b12-Fällung (4-wünschenswert) (nebenstehende Buche fällen (sehr geschwächt, Wildwuchs, unterständig))
7094;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;23;72;6;4;1995;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;2-deutliche Schäden;Berg-Kiefer, Latsche;Pinus mugo;1-normal;1-vital;2-Erwachsener Baum;c28c2f12-4537-4247-8646-95e743677430;;3458320,905;5440661,179;30.05.2018;;;11-Astab-/ausbruch;
7095;07;;Gebäude 712;2-normal;SVBüro-Strasser;Nord;6;19;6;3;2014;2020-04;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;0-keine Schäden;Rosskastanie;Aesculus;1-normal;1-vital;1-Jungbaum;0f163429-5b19-4cbf-a53f-135fd4f4d51a;;3458380,186;5440651,971;30.05.2018;;01-Verletzung;;
7096;07;;Gebäude 712;2-normal;SVBüro-Strasser;Nord;18;57;7;5;2010;2020-04;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Blut-Pflaume;Prunus cerasifera 'Nigra';1-normal;1-vital;1-Jungbaum;36052a22-c689-4373-b7f5-bf88a813c2bc;;3458372,724;5440662,776;30.05.2018;;05-V-Vergabelung, 01-Verletzung;;
7097;07;;Gebäude 712;3-geringer;SVBüro-Strasser;Nord;34;107;16;13;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Vogel-, Süss-Kirsche;Prunus avium;3-ausladend;1-vital;2-Erwachsener Baum;f5c18aa2-9486-4aae-8555-0119319d6a05;;3458345,788;5440671,762;30.05.2018;;;;
7098;07;;Gebäude 712;3-geringer;SVBüro-Strasser;Nord;27;85;11;8;1985;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Vogel-, Süss-Kirsche;Prunus avium;1-normal;1-vital;2-Erwachsener Baum;cb15619c-6e2b-437b-9ab7-63a59bf388b0;;3458332,924;5440673,708;30.05.2018;;;;
7099;07;;Gebäude 712;3-geringer;SVBüro-Strasser;Nord;28;88;13;10;1985;2019-03;1-verkehrssicher;Stämmling entfernt;0-keine Schäden;2-deutliche Schäden;0-keine Schäden;Linde;Tilia x;1-normal;1-vital;2-Erwachsener Baum;c324e5bc-de85-4632-93f2-b26e669a033f;;3458333,411;5440678,68;30.05.2018;;01-Verletzung;;
7100;07;;Gebäude 712;3-geringer;SVBüro-Strasser;Nord;20;63;10;8;1990;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Edel-, Esskastanie;Castanea sativa;1-normal;1-vital;2-Erwachsener Baum;62c96cad-92e2-47b4-8b39-982763b8d809;;3458336,059;5440684,896;30.05.2018;;01-Verletzung;;
7101;07;;Gebäude 712;3-geringer;SVBüro-Strasser;Nord;28;88;15;10;1980;2019-03;1-verkehrssicher;Stämmling entfernt;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Hainbuche;Carpinus betulus;1-normal;1-vital;2-Erwachsener Baum;4b92850c-5f5f-4c73-8769-9506c43d1756;;3458340,167;5440677,708;30.05.2018;;01-Verletzung;01-Verletzung;
7102;07;;Gebäude 712;2-normal;SVBüro-Strasser;Nord;30;94;17;10;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Spätblühende Trauben-Kirsche;Prunus serotina;1-normal;1-vital;2-Erwachsener Baum;14f695be-7d3d-4565-8d68-10d2c382aee5;;3458341,14;5440681,761;30.05.2018;;;;
7103;07;;Gebäude 712;2-normal;SVBüro-Strasser;Nord;28;88;17;9;1980;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Spätblühende Trauben-Kirsche;Prunus serotina;1-normal;1-vital;2-Erwachsener Baum;8393db7b-3489-4a08-9d43-259cdae6cf6e;;3458345,788;5440679,545;30.05.2018;;10-Baumfremder Bewuchs;14-Baumfremder Bewuchs;
7104;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;24;75;16;8;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Spätblühende Trauben-Kirsche;Prunus serotina;1-normal;1-vital;2-Erwachsener Baum;a66df929-f6b1-4d8f-84ae-1231ae17c08d;;3458346,962;5440684,919;30.05.2018;;;;
7105;07;;Gebäude 712;1-höher;SVBüro-Strasser;Nord;38;119;18;16;1980;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Hainbuche;Carpinus betulus;3-ausladend;1-vital;2-Erwachsener Baum;95adeccb-5d46-49f6-a3c7-ff94ee6a6468;;3458342,543;5440686,591;30.05.2018;;01-Verletzung;;
7106;07;;Gebäude 755;1-höher;SVBüro-Strasser;Nord;19;60;8;7;1990;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;2-deutliche Schäden;Stiel-Eiche;Quercus robur;1-normal;3-sehr geschwächt;2-Erwachsener Baum;7e406de5-c899-4ec3-9dd3-4d5828672eb8;;3458344,803;5440758,928;30.05.2018;;01-Verletzung;08-Wipfeldürre, 01-Verletzung;
7107;07;;Gebäude 755;1-höher;SVBüro-Strasser;Nord;21;66;11;8;1990;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Stiel-Eiche;Quercus robur;1-normal;2-geschwächt;2-Erwachsener Baum;1165605b-41b2-49cc-b975-45389fb85182;;3458352,64;5440756,347;30.05.2018;;01-Verletzung;;
7108;07;;Gebäude 755;1-höher;SVBüro-Strasser;Nord;34;107;15;14;1980;2019-03;1-verkehrssicher;EPS 2018;0-keine Schäden;0-keine Schäden;0-keine Schäden;Stiel-Eiche;Quercus robur;3-ausladend;1-vital;2-Erwachsener Baum;06ae95d5-61a7-412e-880a-38a67818cc12;;3458377,014;5440750,038;30.05.2018;;;;
7109;07;;Gebäude 9670;1-höher;SVBüro-Strasser;Nord;33;104;9;12;1985;2019-03;1-verkehrssicher;2 stämmig;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Trompetenbaum;Catalpa bignonioides;3-ausladend;1-vital;2-Erwachsener Baum;495d8639-6818-4f69-b080-e6d416e4c38f;;3458397,234;5440747,52;30.05.2018;;;01-Verletzung;
7110;07;;Gebäude 9670;1-höher;SVBüro-Strasser;Nord;16;50;3;4;2000;2019-03;1-verkehrssicher;;0-keine Schäden;3-erhebliche Schäden;0-keine Schäden;Kugel-Trompetenbaum;Catalpa bignonioides 'Nana';1-normal;1-vital;4-Schadbaum;6df286c3-d9cb-4ac3-b7d8-f7f36df14bb1;;3458419,701;5440741,295;30.05.2018;;01-Verletzung;;
7111;07;;Gebäude 727;2-normal;SVBüro-Strasser;Nord;13;41;8;6;2003;2019-03;1-verkehrssicher;mehrstämmig;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Spätblühende Trauben-Kirsche;Prunus serotina;1-normal;1-vital;2-Erwachsener Baum;08a1da1a-d6ac-496c-8604-f0d183d66bf6;;3458656,459;5440672,817;04.06.2018;;;01-Verletzung;
7112;07;;Gebäude 727;1-höher;SVBüro-Strasser;Nord;39;123;16;11;1975;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Robinie;Robinia pseudoacacia;1-normal;1-vital;2-Erwachsener Baum;1ac7f391-4103-4218-bbea-e1833d267ea0;;3458687,322;5440723,699;13.06.2018;;01-Verletzung;01-Verletzung;
7113;07;;Gebäude 727;1-höher;SVBüro-Strasser;Nord;25;79;15;7;1990;2019-03;1-verkehrssicher;7x Fagus, 1x Robinia ;0-keine Schäden;1-leichte Schäden;0-keine Schäden;Buchengruppe;GR Fagus;1-normal;1-vital;2-Erwachsener Baum;f49d3eb3-a8c3-4a17-b577-6df44ae769ba;;3458690,185;5440725,901;13.06.2018;;05-V-Vergabelung;;
7114;07;;Gebäude 727;1-höher;SVBüro-Strasser;Nord;28;88;16;8;1985;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Robinie;Robinia pseudoacacia;1-normal;1-vital;2-Erwachsener Baum;0a52328f-438b-4b80-943b-bcd032a5f346;;3458690,789;5440723,343;13.06.2018;;01-Verletzung, 05-V-Vergabelung;05-V-Vergabelung;
7115;07;;Gebäude 727;1-höher;SVBüro-Strasser;Nord;45;141;19;9;1975;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Robinie;Robinia pseudoacacia;1-normal;1-vital;2-Erwachsener Baum;33a49aaf-36ea-47b9-8f1a-05f44adaa8d4;;3458689,914;5440729,675;13.06.2018;;05-V-Vergabelung;01-Verletzung, 05-V-Vergabelung;
7116;07;;Gebäude 727;1-höher;SVBüro-Strasser;Nord;65;204;21;17;1975;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Grau-Pappel;Populus canescens;1-normal;1-vital;2-Erwachsener Baum;d34da5f2-600d-434d-b5c4-8b832fedbdd5;;3458704,95612599;5440799,80047619;13.06.2018;;;;
7117;07;;Gebäude 727;1-höher;SVBüro-Strasser;Nord;80;251;21;21;1960;2019-03;3-wiederherstellbar;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Rot-Eiche;Quercus rubra;3-ausladend;1-vital;2-Erwachsener Baum;50ff7347-f7b3-48af-a83d-b60338785e38;;3458662,524;5440783,126;13.06.2018;;;01-Verletzung, 07-Totholz;b03-Kronenpflege (3-wichtig) (Gebäude freischneiden + Totholz)
7118;07;;Gebäude 724;3-geringer;SVBüro-Strasser;Nord;16;50;8;6;2000;2019-03;1-verkehrssicher;3x Juglans Regia ;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Walnußbaumgruppe;GR Juglans;1-normal;2-geschwächt;2-Erwachsener Baum;44005c49-540d-4c01-8b9c-81522e4b4020;;3458607,432;5440815,086;13.06.2018;;01-Verletzung;08-Wipfeldürre;
9001;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;40;126;12;10;1985;2019-03;3-wiederherstellbar;;0-keine Schäden;3-erhebliche Schäden;2-deutliche Schäden;Spitz-Ahorn;Acer platanoides;1-normal;3-sehr geschwächt;4-Schadbaum;20756155-fc4a-4ed5-8eae-41427ac1c21f;;3458727,30312601;5440841,43847621;06.06.2018;;02-Höhlung;01-Verletzung, 11-Astab-/ausbruch, 08-Wipfeldürre;b06-Totholzbeseitigung (3-wichtig)
9002;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;30;94;14;10;1980;2019-03;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;2-Erwachsener Baum;8828229b-1899-4112-bf21-927885ba3575;;3458729,76512602;5440847,92747622;06.06.2018;;01-Verletzung;01-Verletzung;
9003;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;29;91;11;8;1985;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;2-geschwächt;2-Erwachsener Baum;3c21b89d-c73e-4db0-8bdb-329845ea2366;;3458731,77812602;5440859,17147623;06.06.2018;;01-Verletzung;01-Verletzung, 08-Wipfeldürre;
9004;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;31;97;11;8;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;2-geschwächt;2-Erwachsener Baum;d928e445-8456-46e1-9a8b-80d326c7f18a;;3458734,57512602;5440868,17747623;06.06.2018;;;01-Verletzung, 12-ungünst. Kronenaufbau, 08-Wipfeldürre;
9005;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;30;94;10;8;1980;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;3-erhebliche Schäden;Spitz-Ahorn;Acer platanoides;1-normal;3-sehr geschwächt;4-Schadbaum;71cdf442-1130-4caf-affb-f0448ce9c2a0;;3458737,20512602;5440877,18447624;06.06.2018;;01-Verletzung;01-Verletzung, 08-Wipfeldürre;
9006;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;25;79;10;7;1980;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;3-sehr geschwächt;2-Erwachsener Baum;b21dd8ea-22e2-417b-8eaf-9c39a4f5d7db;;3458739,83412603;5440888,09247625;06.06.2018;;01-Verletzung;01-Verletzung, 08-Wipfeldürre;
9007;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;35;110;12;7;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;2-Erwachsener Baum;656739ea-c434-4861-99a9-ec0cb40d1b0e;;3458742,85412603;5440897,26647624;06.06.2018;;;01-Verletzung, 12-ungünst. Kronenaufbau;
9008;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;35;110;13;11;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;2-deutliche Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;2-Erwachsener Baum;39863cb2-df02-4dd2-b003-bd0d22714b60;;3458745,65112603;5440904,48247626;06.06.2018;;;01-Verletzung;
9009;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;39;123;18;11;1980;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Weiss-/Sandbirke;Betula pendula;1-normal;1-vital;2-Erwachsener Baum;551711d2-cb22-4dd7-a734-5108de14c7d2;;3458751,52512604;5440941,03947627;06.06.2018;;;01-Verletzung;
9010;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;35;110;17;10;1980;2019-03;1-verkehrssicher;;1-leichte Schäden;2-deutliche Schäden;2-deutliche Schäden;Weiss-/Sandbirke;Betula pendula;1-normal;1-vital;2-Erwachsener Baum;a3451a2e-843f-4d88-8c45-8a38048c83e4;;3458745,93112603;5440941,26247628;06.06.2018;01-Verletzung;01-Verletzung;02-Höhlung;
9011;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;70;220;21;15;1950;2019-03;1-verkehrssicher;Misteln;1-leichte Schäden;0-keine Schäden;1-leichte Schäden;Schwarz-Kiefer;Pinus nigra;1-normal;1-vital;2-Erwachsener Baum;1b08ea45-6ea0-4bd0-8e7a-2f18600946a2;;3458735,97412602;5440949,65347628;06.06.2018;01-Verletzung;;01-Verletzung, 14-Baumfremder Bewuchs;
9012;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;24;75;12;3;1995;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;0-keine Schäden;Serbische Fichte;Picea omorika;1-normal;1-vital;2-Erwachsener Baum;5969a1ba-2fc0-498e-a96f-e863cf188f78;;3458763,05912605;5440987,8544763;06.06.2018;;;;
9013;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;80;251;18;15;1950;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;2-deutliche Schäden;Götterbaum;Ailanthus altissima;3-ausladend;1-vital;2-Erwachsener Baum;b78f3ab2-8af7-4bd8-967e-901bcfe30828;;3458735,67412602;5440929,55847627;29.03.2018;;;01-Verletzung, 02-Höhlung, 12-ungünst. Kronenaufbau;
9014;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;44;138;15;12;1970;2019-03;3-wiederherstellbar;;0-keine Schäden;2-deutliche Schäden;2-deutliche Schäden;Spitz-Ahorn;Acer platanoides;3-ausladend;2-geschwächt;2-Erwachsener Baum;1f94b262-b099-4257-85d6-0634a3503194;;3458728,63812601;5440918,96747626;06.06.2018;;02-Höhlung, 01-Verletzung;01-Verletzung, 07-Totholz;b06-Totholzbeseitigung (3-wichtig)
9015;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;35;110;14;10;1970;2019-03;1-verkehrssicher;;0-keine Schäden;2-deutliche Schäden;0-keine Schäden;Spitz-Ahorn;Acer platanoides;1-normal;1-vital;2-Erwachsener Baum;715331a9-d97a-4e2f-a575-b009bdd4524f;;3458727,03812601;5440911,13047626;06.06.2018;;01-Verletzung, 02-Höhlung;;
9016;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;53;167;15;14;1970;2019-03;1-verkehrssicher;;1-leichte Schäden;0-keine Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;3-ausladend;1-vital;2-Erwachsener Baum;9986e351-172e-4fce-b9ca-4cf724d59e87;;3458722,96312601;5440901,03047625;06.06.2018;01-Verletzung;;01-Verletzung, 02-Höhlung;b03-Kronenpflege (4-wünschenswert)
9017;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;32;101;13;7;1985;2019-03;1-verkehrssicher;;0-keine Schäden;1-leichte Schäden;2-deutliche Schäden;Spitz-Ahorn;Acer platanoides;1-normal;3-sehr geschwächt;2-Erwachsener Baum;47b7696c-39b5-4f6a-b15d-410d49edde7e;;3458721,09612601;5440891,09847625;06.06.2018;;01-Verletzung;01-Verletzung, 08-Wipfeldürre;
9018;09;;Parkplatz ggü. Joint Research Center ;1-höher;SVBüro-Strasser;Nord;32;101;10;10;1970;2019-03;1-verkehrssicher;;0-keine Schäden;0-keine Schäden;1-leichte Schäden;Spitz-Ahorn;Acer platanoides;1-normal;2-geschwächt;2-Erwachsener Baum;4ea5825d-d6a1-4f7d-8fce-dd9bd0d4977c;;3458720,33212601;5440883,37447624;06.06.2018;;;01-Verletzung, 08-Wipfeldürre;
