Campus,Hausnummer,Baumnummer,Genauer Standort,Art deutsch,Art botanisch,Einzelbaum/Gruppe,Anzahl Bäume (Gruppe),Datum Kontrolle,Nächste Kontrolle,Kontrolleur,Verkehrssicherheit,Funktion,Vitalität,Physiologie,O Stamm,Höhe,Ø Krone,Pflanzjahr,Symptom Wurzel,Bewertung Wurzel,Symptom Stamm,Bewertung Stamm,Symptom Krone,Bewertung Krone,Kronenform,Symptom Gruppe,Bewertung Gruppe,Bereich,Koordinate X,Koordinate Y,Height_DEM,tree_h_pointcloud,crown_height_pointcloud
Nord,,"4084",Friedrichstalerstr.,Lärche,Larix,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"119","10","10","1985",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"04",3458921.429,5439730.753,110.560755027665,6.66742679051666,5.61636363636364
Nord,,"2089",Bank,Feld-Ahorn,Acer campestre,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,3-sehr geschwächt,2-Erwachsener Baum,"44","4","4","2000",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 08-Wipfeldürre,2-deutliche Schäden,1-normal,,,"02",3458345.21612567,5439553.34647548,110.990862378378,3.17413762162157,2.55499999999999
Nord,,"4124",Leopoldshafener Allee,Hainbuche,Carpinus betulus,Einzelbaum,,24.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"123","14","15","1980",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,3-ausladend,,,"04",3458495.839,5439910.499,110.614297628638,13.7122648713616,11.93
Nord,,"5088",Gebäude 526,Spitz-Ahorn,Acer platanoides,Einzelbaum,,09.10.2019,2024 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,1-Jungbaum,"19","6","1","2012",,0-keine Schäden,,0-keine Schäden,08-Wipfeldürre,1-leichte Schäden,1-normal,,,"05",3458463.991,5440281.795,110.259987831975,,
Nord,,"2069",Kantine,Stiel-Eiche,Quercus robur,Einzelbaum,,19.09.2019,2021 Q1,Zapf,3-wiederherstellbar,1-höher,2-geschwächt,2-Erwachsener Baum,"179","22","20","1950",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung | 07-Totholz,2-deutliche Schäden,3-ausladend,,,"02",3458354.36225136,5439513.0759509,111.086802045661,18.6247769017074,17.7875000000001
Nord,,"4152",Gebäude 425,Rot-Eiche,Quercus rubra,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"192","24","19","1965",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,3-ausladend,,,"04",3458719.596,5439886.669,110.454436362023,14.6077858601995,13.8859259259259
Nord,,"3187",Gebäude 315,Stiel-Eiche,Quercus robur,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"201","19","16","1960",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"03",3458224.392,5439990.23,110.06355247634,14.803780856993,12.8926666666667
Nord,,"4087",Gebäude 420,Douglasie,Pseudotsuga menziesii,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"135","24","10","1970",,0-keine Schäden,,0-keine Schäden,11-Astab-/ausbruch,1-leichte Schäden,1-normal,,,"04",3458836.054,5439749.945,110.650012740282,19.4751223948529,18.7491891891892
Nord,,"2248",Neureuter Straße,Schwarz-Kiefer,Pinus nigra,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"148","13","10","1980",,0-keine Schäden,01-Verletzung,1-leichte Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"02",3458733.723,5439608.417,110.863813456569,10.1003244744651,8.12034482758622
Nord,,"6018",Gebäude 615,Baum-Hasel,Corylus colurna,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"60","11","5","1995",,0-keine Schäden,05-V-Vergabelung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"06",3458665.355,5440351.43,110.500239645959,8.83976035404068,8.22
Nord,,"4409",ggü. Gebäude 448,,,Baumgruppe,"56",16.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"148","26","13","1960",,,,,,0-keine Schäden,1-normal,,,"04",3458947.93940678,5439939.72414662,110.849059049776,11.7790890983723,11.2262962962963
Nord,,"6036",Gebäude 618,Hainbuche,Carpinus betulus,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,3-geringer,3-sehr geschwächt,2-Erwachsener Baum,"119","13","12","1990",,0-keine Schäden,01-Verletzung,2-deutliche Schäden,08-Wipfeldürre,2-deutliche Schäden,1-normal,,,"06",3458787.4871261,5440284.12447588,110.415974051389,12.7246711099016,10.6038709677419
Nord,,"3258",Gebäude 341,Stiel-Eiche,Quercus robur,Einzelbaum,,24.09.2019,2020 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,4-Schadbaum,"254","23","12","1930",,0-keine Schäden,01-Verletzung | 02-Höhlung | 04-Riss/Rippe,2-deutliche Schäden,01-Verletzung | 02-Höhlung | 10-Kappung,3-erhebliche Schäden,5-gekappt,,,"03",3458505.19025162,5440089.10895156,110.208987524232,15.2270124757681,14.4526666666667
Nord,,"4015",Leopoldshafener Allee,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,20.09.2019,2021 Q1,Zapf,3-wiederherstellbar,1-höher,1-vital,2-Erwachsener Baum,"148","18","8","1970",,0-keine Schäden,,0-keine Schäden,07-Totholz | 14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"04",3458486.82912581,5439846.39547564,110.522687274936,17.0627672705184,10.4631818181818
Nord,,"10002",Nordeingang,Rot-Eiche,Quercus rubra,Einzelbaum,,14.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"193","23","17","1950",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"10",3459023.562,5441832.952,109.825376873336,24.025480269521,21.386
Nord,,"1072",Kantine,Sommer-Linde,Tilia platyphyllos,Einzelbaum,,19.11.2019,2021 Q1,Holzheuer,3-wiederherstellbar,1-höher,1-vital,2-Erwachsener Baum,"226","22","15","1950",01-Verletzung,1-leichte Schäden,05-V-Vergabelung,1-leichte Schäden,01-Verletzung | 07-Totholz,1-leichte Schäden,1-normal,,,"01",3458360.96425136,5439645.94495106,110.67980786679,15.4177783401063,12.3506896551724
Nord,,"3279",Gebäude 341,Berg-Ahorn,Acer pseudoplatanus,Einzelbaum,,24.09.2019,2020 Q2,Zapf,1-verkehrssicher,2-normal,2-geschwächt,4-Schadbaum,"126","21","11","1975",01-Verletzung,1-leichte Schäden,,0-keine Schäden,01-Verletzung | 10-Kappung,3-erhebliche Schäden,5-gekappt,,,"03",3458457.92725154,5440048.37895153,110.3706846126,17.1078868159715,15.5885714285714
Nord,,"1307",Landesstraße,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"113","27","8","1960",,0-keine Schäden,,0-keine Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"01",3458111.78525086,5439412.45495081,110.609267926964,23.3493035016079,21.2285714285714
Nord,,"4351",Gebäude 445,Spitz-Ahorn,Acer platanoides,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,2-geschwächt,2-Erwachsener Baum,"110","14","9","1985",,0-keine Schäden,01-Verletzung | 02-Höhlung,2-deutliche Schäden,08-Wipfeldürre,1-leichte Schäden,2-einseitig,,,"04",3458698.52612602,5439958.2244757,110.486270460845,8.02372953915531,7.46000000000001
Nord,,"72",,Rot-Eiche,Quercus rubra,Einzelbaum,,15.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"126","18","12","1970",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"06",3459026.02512636,5440027.30747573,110.436207237124,16.455980262876,15.6025
Nord,,"6271",Gebäude 688,Rotbuche,Fagus sylvatica,Einzelbaum,,10.10.2019,2020 Q3,Zapf,1-verkehrssicher,3-geringer,1-vital,4-Schadbaum,"151","16","13","1950",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 02-Höhlung,3-erhebliche Schäden,4-reduziert,,,"06",3458912.798,5440521.3,110.06470035062,13.6663522809587,12.0436842105263
Nord,,"6134",Fremdfirmengelände,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"94","20","9","1985",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"06",3458878.6341262,5440186.63647583,110.104996434958,15.2330035650418,12.434
Nord,,"3105",Gebäude 303,Rot-Eiche,Quercus rubra,Einzelbaum,,23.09.2019,2021 Q1,Zapf,3-wiederherstellbar,1-höher,1-vital,2-Erwachsener Baum,"179","22","18","1965",,0-keine Schäden,,0-keine Schäden,07-Totholz,1-leichte Schäden,3-ausladend,,,"03",3458329.81112564,5439906.53047568,110.831973423508,17.1136079718413,16.0446511627907
Nord,,"1178",Präsidium,Spitz-Ahorn,Acer platanoides,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"148","18","11","1960",01-Verletzung | 04-Bodenverdichtung,1-leichte Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"01",3458321.39325128,5439754.2409512,111.29914179848,16.7714137570751,12.7777777777778
Nord,,"2056",Kantine,Feld-Ahorn,Acer campestre,Einzelbaum,,21.03.2018,2020 Q4,SVBüro-Strasser,1-verkehrssicher,1-höher,2-geschwächt,1-Jungbaum,"28","3","2","2010",,0-keine Schäden,,0-keine Schäden,01-Verletzung,2-deutliche Schäden,4-reduziert,,,"02",3458430.31,5439519.326,110.843132194722,,
Nord,,"6008",Gebäude 640,Hainbuche,Carpinus betulus,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,3-geringer,1-vital,2-Erwachsener Baum,"60","8","6","2000",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"06",3458610.146,5440239.608,110.838417140111,,
Nord,,"33",Turm,Douglasie,Pseudotsuga,Einzelbaum,,10.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"138","25","9","1970",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"00",3458586.93412589,5440298.66247591,110.800777747575,18.2622991755023,16.1746153846154
Nord,,"4381",Gebäude 441,Rot-Eiche,Quercus rubra,Einzelbaum,,25.09.2019,2021 Q1,Zapf,3-wiederherstellbar,2-normal,1-vital,2-Erwachsener Baum,"188","19","17","1965",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 07-Totholz | 11-Astab-/ausbruch,1-leichte Schäden,3-ausladend,,,"04",3458544.333,5440028.648,110.75629648969,14.120846367453,11.1125714285714
Nord,,"4157",Gebäude 425,Berg-Ahorn,Acer pseudoplatanus,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"91","16","10","1985",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 08-Wipfeldürre,1-leichte Schäden,1-normal,,,"04",3458709.12312604,5439866.57947565,110.709643973806,15.3111893595269,14.6383333333334
Nord,,"4140",Gebäude 422,Rot-Eiche,Quercus rubra,Einzelbaum,,24.09.2019,2020 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,3-Altbaum,"254","22","20","1960",,0-keine Schäden,01-Verletzung,2-deutliche Schäden,01-Verletzung,1-leichte Schäden,3-ausladend,,,"04",3458569.973,5439924.777,110.766849495095,14.5802933620475,13.5471428571428
Nord,,"2264",Neureuter Straße,Linde,Tilia x,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"145","16","10","1985",01-Verletzung,1-leichte Schäden,11-Stamm- Stockaustriebe,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"02",3458685.90612602,5439697.63547555,110.517925010167,9.93207498983332,8.37142857142859
Nord,,"4382",Gebäude 441,Douglasie,Pseudotsuga menziesii,Einzelbaum,,25.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"113","24","7","1970",01-Verletzung,1-leichte Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"04",3458533.07212585,5440031.17347575,110.723764035942,16.745569297391,12.1373333333333
Nord,,"4280",Weingartener Straße ,Bunter Eschen-Ahorn,Acer negundo 'Variegatum',Einzelbaum,,07.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"75","14","9","1995",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"04",3458946.929,5439868.344,110.288119078254,15.6675952074599,14.9328571428572
Nord,,"6306",Gebäude 660,,,Baumgruppe,"7",10.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"79","13","9","1995",,0-keine Schäden,,2-deutliche Schäden,,2-deutliche Schäden,1-normal,01-Verletzung,,"06",3458761.52731878,5440366.9642967,110.782694962276,12.5214226847827,11.6988235294118
Nord,,"2066",Kantine,Urwelt-Mammutbaum,Metasequoia glyptostroboides,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"267","22","7","1960",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"02",3458360.399,5439525.997,111.073374171629,19.2290396214747,17.0448275862069
Nord,,"6157",Fremdfirmengelände,Europ. Eibe,Taxus baccata,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"60","8","4","1985",,0-keine Schäden,01-Verletzung | 09-Schrägstand,3-erhebliche Schäden,,0-keine Schäden,1-normal,,,"06",3458889.12925244,5440089.55395153,110.325805607021,6.59863883742381,5.08444444444444
Nord,,"3065",Gebäude 317,Schwarz-Kiefer,Pinus nigra,Einzelbaum,,25.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"138","16","9","1980",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"03",3458216.209,5439864.386,110.608157768881,12.0643422311189,10.954
Nord,,"45",Turm,Rot-Eiche,Quercus rubra,Einzelbaum,,09.10.2019,2021 Q2,Zapf,3-wiederherstellbar,1-höher,2-geschwächt,2-Erwachsener Baum,"182","22","15","1965",04-Bodenverdichtung,1-leichte Schäden,,0-keine Schäden,07-Totholz | 11-Astab-/ausbruch,1-leichte Schäden,1-normal,,,"00",3458607.68012591,5440361.82047595,110.663733831695,15.1889328349716,13.4793333333333
Nord,,"1218",Präsidium,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,17.09.2019,2020 Q2,Zapf,4-nicht verkehrssicher,1-höher,5-abgestorben,4-Schadbaum,"192","21","12","1960",,0-keine Schäden,,0-keine Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"01",3458278.67525118,5439806.10195126,110.553145925706,18.6092453786416,14.8663043478261
Ost,"70.18","283",S,Kugel-Ahorn,Acer platanoides 'Globosum',Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"60","3","4","2000",,0-keine Schäden,,0-keine Schäden,01-Verletzung,2-deutliche Schäden,6-Kopfbaum,,,CO,3458486.48712617,5431709.33547084,0,,
Nord,,"6120",Fremdfirmengelände,Rotbuche,Fagus sylvatica,Einzelbaum,,08.10.2019,2020 Q3,Zapf,1-verkehrssicher,1-höher,1-vital,3-Altbaum,"280","24","20","1935",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,3-ausladend,,,"06",3458855.519,5440263.012,110.425528917707,15.218494070799,14.4055172413792
Nord,,"5081",Gebäude 526,Rot-Eiche,Quercus rubra,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"135","20","11","1965",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"05",3458549.53512585,5440240.92647587,110.527619078398,14.587380921602,13.4175
Ost,"70.25","247",W,,,Baumgruppe,,05.02.2019,2020 Q3,R.Kastner,3-wiederherstellbar,3-geringer,1-vital,2-Erwachsener Baum,"145","16","12","1970",,0-keine Schäden,,2-deutliche Schäden,,3-erhebliche Schäden,1-normal,01-Verletzung | 07-Totholz,,CO,3458311.71412598,5431806.96347091,0,,
Nord,,"4350",Gebäude 445,Rotbuche,Fagus sylvatica,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"79","12","8","1990",,0-keine Schäden,01-Verletzung | 11-Stamm- Stockaustriebe,2-deutliche Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"04",3458702.19912603,5439960.1884757,110.441775951491,13.4332240485087,12.555
Nord,,"6010",Gebäude 640,Spitz-Ahorn,Acer platanoides,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"79","10","8","1995",,0-keine Schäden,05-V-Vergabelung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"06",3458608.221,5440269.523,110.805532669001,4.67113399766534,4.12333333333333
Nord,,"2297",Neureuter Straße,,,Baumgruppe,"120",16.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"163","20","10","1975",,,,,,1-leichte Schäden,1-normal,01-Verletzung | 05-V-Vergabelung | 07-Wipfeldürre | 08-Astab-/ausbruch,,"02",3458929.15029964,5439660.23469314,110.47459056375,18.6781121389524,17.2767567567568
Nord,,"1085",Präsidium,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"119","24","8","1960",,0-keine Schäden,,0-keine Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"01",3458325.46812564,5439667.62947555,110.766383535792,19.7583783689694,15.4538095238095
Nord,,"6151",Fremdfirmengelände,Rot-Fichte,Picea abies,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"60","8","4","2000",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"06",3458918.02112625,5440166.34647581,110.087094776709,4.94290522329148,4.408
Nord,,"3343",Gebäude 322,Gem. Rosskastanie,Aesculus hippocastanum,Einzelbaum,,25.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"123","16","11","1975",,0-keine Schäden,01-Verletzung | 10-Baumfremder Bewuchs,2-deutliche Schäden,,0-keine Schäden,1-normal,,,"03",3458302.255,5439951.341,110.802975190289,13.9170248097108,11.455
Nord,,"1012",Parkplatz Einfahrt ,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"82","19","10","1985",02-Höhlung,2-deutliche Schäden,02-Höhlung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"01",3458207.62812553,5439425.43247541,111.606766774004,13.9532332259962,9.97214285714286
Nord,,"4153",Gebäude 425,Sommer-Linde,Tilia platyphyllos,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"60","10","9","1995",,0-keine Schäden,09-Schrägstand | 11-Stamm- Stockaustriebe,1-leichte Schäden,,0-keine Schäden,1-normal,,,"04",3458718.12812605,5439876.15647565,110.481780127052,10.0082198729483,9.36
Nord,,"6223",Gebäude 686,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,09.10.2019,2021 Q2,Zapf,3-wiederherstellbar,1-höher,3-sehr geschwächt,2-Erwachsener Baum,"107","14","9","1985",,0-keine Schäden,,0-keine Schäden,07-Totholz | 08-Wipfeldürre,2-deutliche Schäden,1-normal,,,"06",3458753.61412605,5440581.40447606,110.939100123308,6.19544533123781,5.62636363636366
Nord,,"2281",Neureuter Straße,Hainbuche,Carpinus betulus,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"47","8","5","2000",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"02",3458584.598,5439695.762,110.234649759482,10.9591963943638,8.49000000000002
Nord,,"1120",Präsidium,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"113","23","9","1960",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"01",3458355.04512567,5439722.54447558,110.70141817866,22.9671112331044,19.2861764705883
Ost,"70.90","182",Rennpiste,Douglasie,Pseudotsuga,Einzelbaum,,05.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"217","19","7","1970",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 11-Astab-/ausbruch,1-leichte Schäden,2-einseitig,,,CO,3458527.2861262,5431798.6034709,0,,
Ost,"70.18","278",S,Kugel-Ahorn,Acer platanoides 'Globosum',Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"35","3","2","2000",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung,2-deutliche Schäden,6-Kopfbaum,,,CO,3458510.13512619,5431722.72747085,0,,
Ost,"23","77",Mitte,,,Baumgruppe,,05.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"182","18","9","1965",,0-keine Schäden,,0-keine Schäden,,2-deutliche Schäden,1-normal,05-V-Vergabelung | 07-Totholz,,CO,3458572.77812625,5431763.33047087,0,,
Nord,,"1276",Medizinische Dienste,Winter-Linde,Tilia cordata,Einzelbaum,,16.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"129","16","13","1975",01-Verletzung,1-leichte Schäden,01-Verletzung,2-deutliche Schäden,05-V-Vergabelung,1-leichte Schäden,2-einseitig,,,"01",3458238.96112556,5439588.4714755,110.689024914624,9.40708619648734,7.40027777777779
Nord,,"3042",Karlsruher Allee,Linde,Tilia,Einzelbaum,,25.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"82","12","7","1990",01-Verletzung,1-leichte Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"03",3458295.073,5439934.978,110.599982165999,,
Nord,,"2126",KITA,Europ. Lärche,Larix decidua,Einzelbaum,,19.09.2019,2021 Q1,Zapf,3-wiederherstellbar,1-höher,1-vital,2-Erwachsener Baum,"148","21","11","1970",,0-keine Schäden,,0-keine Schäden,07-Totholz,1-leichte Schäden,1-normal,,,"02",3458497.92612583,5439481.78847543,110.794823340183,18.4107322153725,15.7625
Nord,,"1277",Medizinische Dienste,Hainbuche,Carpinus betulus,Einzelbaum,,16.09.2019,2021 Q1,Zapf,1-verkehrssicher,3-geringer,1-vital,2-Erwachsener Baum,"123","16","11","1980",,0-keine Schäden,01-Verletzung,2-deutliche Schäden,01-Verletzung | 05-V-Vergabelung,1-leichte Schäden,1-normal,,,"01",3458267.909,5439584.652,110.781820643436,9.07067935656417,7.33250000000002
Nord,,"6218",Gebäude 686,Rotbuche,Fagus sylvatica,Einzelbaum,,09.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"123","17","12","1970",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"06",3458769.805,5440573.789,110.878733469508,6.78682208604741,6.0922222222222
Nord,,"4387",Gebäude 441,Stiel-Eiche,Quercus robur,Einzelbaum,,26.09.2019,2020 Q2,Zapf,1-verkehrssicher,2-normal,2-geschwächt,4-Schadbaum,"195","20","15","1950",02-Höhlung,1-leichte Schäden,01-Verletzung | 04-Riss/Rippe | 09-Schrägstand,2-deutliche Schäden,01-Verletzung | 12-ungünst. Kronenaufbau,1-leichte Schäden,2-einseitig,,,"04",3458548.97337758,5440057.6294273,110.555315034512,14.9012703313412,12.2141463414634
Nord,,"6183",Gebäude 682,Sommer-Linde,Tilia platyphyllos,Einzelbaum,,10.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"107","17","9","1975",01-Verletzung,2-deutliche Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"06",3458719.29612602,5440474.123476,110.92403371797,13.4559662820302,12.7255555555556
Nord,,"7116",Gebäude 727,Grau-Pappel,Populus canescens,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"204","21","17","1975",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"07",3458704.95612599,5440799.80047619,110.359485540205,14.8599262245004,12.5958823529412
Nord,,"3312",Gebäude 351,,,Baumgruppe,"12",25.09.2019,2021 Q1,Zapf,3-wiederherstellbar,3-geringer,3-sehr geschwächt,2-Erwachsener Baum,"97","18","10","1980",,1-leichte Schäden,,1-leichte Schäden,,2-deutliche Schäden,1-normal,01-Verletzung | 05-V-Vergabelung | 08-Wipfeldürre,,"03",3458135.49976245,5440126.63584441,110.367912717548,14.9949444253093,13.2857142857143
Nord,,"2171",Büchenauerstr.,Schwarz-Kiefer,Pinus nigra,Einzelbaum,,02.09.2019,2021 Q1,Zapf,1-verkehrssicher,3-geringer,1-vital,2-Erwachsener Baum,"132","12","10","1985",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"02",3458749.826,5439502.569,110.906345546561,9.7424423322268,8.67151515151512
Ost,"70.03","99",NO,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"129","18","8","1965",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 07-Totholz | 14-Baumfremder Bewuchs,1-leichte Schäden,2-einseitig,,,CO,3458664.30512635,5431844.17447092,0,,
Nord,,"2233",Gebäudemanagement,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,02.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"91","16","7","1985",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"02",3458803.101,5439476.427,111.293586818501,12.7964131814991,11.2148148148148
