Campus,Hausnummer,Baumnummer,Genauer Standort,Art deutsch,Art botanisch,Einzelbaum/Gruppe,Anzahl Bäume (Gruppe),Datum Kontrolle,Nächste Kontrolle,Kontrolleur,Verkehrssicherheit,Funktion,Vitalität,Physiologie,O Stamm,Höhe,Ø Krone,Pflanzjahr,Symptom Wurzel,Bewertung Wurzel,Symptom Stamm,Bewertung Stamm,Symptom Krone,Bewertung Krone,Kronenform,Symptom Gruppe,Bewertung Gruppe,Bereich,Koordinate X,Koordinate Y,Height_DEM,tree_h_pointcloud,crown_height_pointcloud
Nord,,"3237",Gebäude 321,Rotbuche,Fagus sylvatica,Einzelbaum,,24.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"151","19","13","1965",01-Verletzung,1-leichte Schäden,01-Verletzung | 05-V-Vergabelung | 10-Baumfremder Bewuchs,1-leichte Schäden,01-Verletzung | 08-Wipfeldürre,2-deutliche Schäden,1-normal,,,"03",3458480.931,5439974.708,110.730483850398,14.5675161496018,13.2906666666667
Nord,,"2017",Kantine,Rot-Eiche,Quercus rubra,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"151","22","16","1965",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"02",3458352.92812568,5439481.89747544,110.999744045914,18.5197797636095,17.9728571428572
Nord,,"2008",Kantine,Stiel-Eiche,Quercus robur,Einzelbaum,,19.09.2019,2021 Q1,Zapf,3-wiederherstellbar,1-höher,2-geschwächt,2-Erwachsener Baum,"145","18","10","1950",,0-keine Schäden,09-Schrägstand,1-leichte Schäden,07-Totholz | 08-Wipfeldürre,1-leichte Schäden,2-einseitig,,,"02",3458319.85412565,5439455.07447542,110.880598657474,15.8025263425261,13.929375
Nord,,"9001",Parkplatz ggü. Joint Research Center ,Spitz-Ahorn,Acer platanoides,Einzelbaum,,11.10.2019,2020 Q3,Zapf,1-verkehrssicher,1-höher,3-sehr geschwächt,4-Schadbaum,"126","12","10","1985",,0-keine Schäden,02-Höhlung,3-erhebliche Schäden,01-Verletzung | 08-Wipfeldürre | 10-Kappung | 11-Astab-/ausbruch,2-deutliche Schäden,5-gekappt,,,"09",3458727.30325202,5440841.43895243,110.098716143912,,
Nord,,"3161",Gebäude 330,Serbische Fichte,Picea omorika,Einzelbaum,,25.09.2019,2021 Q1,Zapf,1-verkehrssicher,3-geringer,1-vital,2-Erwachsener Baum,"82","16","4","1995",,0-keine Schäden,10-Baumfremder Bewuchs,1-leichte Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"03",3458120.027,5440036.877,109.790345109167,12.504654890833,10.535
Nord,,"2047",Kantine,Trauben-Eiche,Quercus petraea,Einzelbaum,,19.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"138","23","15","1955",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 11-Astab-/ausbruch,2-deutliche Schäden,1-normal,,,"02",3458366.3451257,5439480.15247543,111.702376288558,19.0581365319549,17.7299999999999
Nord,,"2121",KITA,Sal-Weide,Salix caprea,Einzelbaum,,19.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"60","7","8","1995",01-Verletzung | 07-Baumumfeld,1-leichte Schäden,01-Verletzung | 05-V-Vergabelung,2-deutliche Schäden,,0-keine Schäden,3-ausladend,,,"02",3458545.12712588,5439458.24047542,111.675453968152,5.10304603184834,4.31700000000001
Nord,,"3036",Karlsruher Allee,Linde,Tilia x,Einzelbaum,,23.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"66","10","6","2000",,0-keine Schäden,01-Verletzung | 02-Höhlung,1-leichte Schäden,01-Verletzung | 05-V-Vergabelung,1-leichte Schäden,1-normal,,,"03",3458375.72112569,5439912.64347569,110.695605882917,,
Nord,,"3337",Gebäude 322,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,23.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"141","24","8","1960",,0-keine Schäden,10-Baumfremder Bewuchs,1-leichte Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,2-einseitig,,,"03",3458339.758,5439940.986,110.769553890339,19.4919166978966,18.0097058823529
Ost,"23","72",Mitte,Rot-Eiche,Quercus rubra,Einzelbaum,,05.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"182","16","11","1980",,0-keine Schäden,05-V-Vergabelung,2-deutliche Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,CO,3458544.80712623,5431753.03547087,0,,
Nord,,"1069",Einfahrt,Blut-Buche,Fagus sylvatica 'Atropunicea',Einzelbaum,,16.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"69","17","8","1985",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"01",3458323.27125128,5439623.22295104,110.972670069158,14.8160799308417,13.165625
Ost,"70.30","64",O,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,2-normal,2-geschwächt,2-Erwachsener Baum,"138","16","5","1965",,0-keine Schäden,10-Baumfremder Bewuchs,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,CO,3458610.43012629,5431755.43647087,0,,
Ost,70.14A,"246",W,Robinie,Robinia pseudoacacia,Einzelbaum,,05.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"148","18","14","1970",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,CO,3458356.64412602,5431816.65647092,0,,
Nord,,"7047",Gebäude 710,Kugel-Trompetenbaum,Catalpa bignonioides 'Nana',Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"66","4","6","2000",,0-keine Schäden,,0-keine Schäden,01-Verletzung,0-keine Schäden,1-normal,,,"07",3458429.129,5440635.216,110.498607646799,3.30139235320084,2.66
Nord,,"2044",Kantine,Trauben-Eiche,Quercus petraea,Einzelbaum,,19.09.2019,2021 Q1,Zapf,3-wiederherstellbar,1-höher,1-vital,2-Erwachsener Baum,"163","22","16","1955",04-Bodenverdichtung,1-leichte Schäden,,0-keine Schäden,01-Verletzung | 07-Totholz,1-leichte Schäden,1-normal,,,"02",3458367.6121257,5439473.39147543,111.787151473143,18.9957897033272,17.2826470588235
Nord,,"4150",Gebäude 425,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"107","18","11","1985",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"04",3458724.56712605,5439901.87047566,110.45488724478,14.2117794218867,13.4266666666667
Nord,,"4315",Gebäude 451,Rot-Fichte,Picea abies,Einzelbaum,,27.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"138","20","8","1970",01-Verletzung,1-leichte Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"04",3458766.074,5439968.757,110.520319601694,15.8163470649725,13.0226666666667
Nord,,"1153",Präsidium,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"148","22","11","1960",,0-keine Schäden,,0-keine Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"01",3458347.84012566,5439763.9294756,110.987660666733,21.1228656490569,15.9792982456141
Nord,,"4378",Gebäude 441,Mammutbaum,Sequoiadendron giganteum,Einzelbaum,,24.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,2-geschwächt,2-Erwachsener Baum,"273","18","6","1960",01-Verletzung,1-leichte Schäden,,0-keine Schäden,09-Blattverfärbung,1-leichte Schäden,1-normal,,,"04",3458528.04,5440014.63,110.766928389812,14.5430716101876,11.0233333333333
Nord,,"2224",Gebäudemanagement,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,02.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"97","17","10","1975",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"02",3458714.545,5439547.296,110.748262181643,13.2788806755002,12.4042857142857
Nord,,"2222",Gebäudemanagement,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,02.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"119","17","10","1975",01-Verletzung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"02",3458717.723,5439543.483,110.54,12.82625,11.925
Nord,,"4067",Karlsruher Allee,Blut-Buche,Fagus sylvatica 'Atropunicea',Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"116","17","10","1980",01-Verletzung,1-leichte Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"04",3458833.842,5439771.456,110.931340567889,13.6975483209994,13.15
Nord,,"1075",Präsidium,Sommer-Linde,Tilia platyphyllos,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"69","14","6","1995",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"01",3458329.4672513,5439651.58295108,110.876987152664,18.9910128473364,16.3886666666667
Nord,,"2225",Gebäudemanagement,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,02.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"63","17","6","1975",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"02",3458716.77,5439548.991,110.689489224489,13.4705107755106,12.9175
Nord,,"2128",KITA,Spitz-Ahorn,Acer platanoides,Einzelbaum,,19.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"116","18","11","1970",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"02",3458510.625,5439474.38,110.822489767433,18.443510232567,15.6957777777777
Nord,,"6111",Gebäude 630,Rot-Fichte,Picea abies,Einzelbaum,,07.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"113","21","8","1980",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"06",3458814.14812614,5440130.3934758,110.226827989349,17.3761952664646,16.2646511627907
Nord,,"3088",Gebäude 305,Mammutbaum,Sequoiadendron giganteum,Einzelbaum,,23.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,2-geschwächt,2-Erwachsener Baum,"226","17","8","1955",,0-keine Schäden,,0-keine Schäden,08-Wipfeldürre | 09-Blattverfärbung,1-leichte Schäden,1-normal,,,"03",3458284.776,5439880.375,110.716370470905,14.3221480476137,12.9177777777777
Nord,,"5104",Gebäude 521,Hainbuche,Carpinus betulus,Einzelbaum,,09.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"116","19","12","1975",01-Verletzung | 04-Bodenverdichtung,1-leichte Schäden,,1-leichte Schäden,01-Verletzung | 08-Wipfeldürre,2-deutliche Schäden,4-reduziert,,,"05",3458490.47712579,5440330.87947593,110.586177756201,13.048197243799,11.571875
Nord,,"4103",Gebäude 418,,,Baumgruppe,"9",18.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"57","13","11","1995",,0-keine Schäden,,2-deutliche Schäden,,1-leichte Schäden,1-normal,01-Verletzung | 02-Höhlung | 05-V-Vergabelung,,"04",3458743.68634186,5439754.56219227,110.94,19.7486666666667,16.8924444444445
Nord,,"4342",Gebäude 445,Douglasie,Pseudotsuga menziesii,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"97","18","7","1980",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"04",3458733.266,5439962.974,110.35012195196,15.5482991006718,13.6063157894737
Nord,,"6022",Gebäude 615,Serbische Fichte,Picea omorika,Einzelbaum,,08.10.2019,2020 Q3,Zapf,4-nicht verkehrssicher,1-höher,5-abgestorben,4-Schadbaum,"69","12","3","2000",,0-keine Schäden,01-Verletzung,2-deutliche Schäden,07-Totholz | 08-Wipfeldürre,3-erhebliche Schäden,1-normal,,,"06",3458711.34112602,5440341.02247593,110.362785929962,14.5247140700377,13.4625
Nord,,"2216",Gebäudemanagement,Schwarz-Kiefer,Pinus nigra,Einzelbaum,,02.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"129","16","10","1975",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"02",3458751.251,5439535.723,110.860045056553,13.6904094889015,10.8936363636364
Nord,,"22",Sammelpunkt IMVT,Gem. Rosskastanie,Aesculus hippocastanum,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"116","14","9","1975",01-Verletzung,2-deutliche Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"00",3458563.57612587,5440218.29247586,110.794181493616,7.55581850638437,6.69
Nord,,"4297",Gebäude 459,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,07.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"72","15","6","1985",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"04",3458938.44212628,5439924.40647567,111.137408577591,15.6325914224089,14.6205555555556
Nord,,"3",Bushaltestelle ,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"101","16","6","1985",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 08-Wipfeldürre,1-leichte Schäden,1-normal,,,"00",3458315.87025128,5439507.0509509,110.738046582921,15.5719534170792,13.9066666666667
Nord,,"1094",Präsidium,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,23.09.2019,2021 Q1,Zapf,3-wiederherstellbar,1-höher,1-vital,2-Erwachsener Baum,"148","24","9","1960",,0-keine Schäden,,0-keine Schäden,07-Totholz,1-leichte Schäden,1-normal,,,"01",3458339.94037712,5439676.38844273,110.383601053088,22.1045470950603,18.0485185185186
Nord,,"5076",Gebäude 526,Rot-Eiche,Quercus rubra,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"204","22","16","1965",,0-keine Schäden,,0-keine Schäden,07-Totholz | 11-Astab-/ausbruch,0-keine Schäden,1-normal,,,"05",3458539.06,5440201.637,110.617941913107,16.0610776947365,15.3413725490197
Nord,,"2246",Neureuter Straße,Hainbuche,Carpinus betulus,Einzelbaum,,18.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"41","8","7","1995",,0-keine Schäden,01-Verletzung | 05-V-Vergabelung,2-deutliche Schäden,,0-keine Schäden,1-normal,,,"02",3458746.64512609,5439606.6164755,110.704548397542,10.5504516024585,9.70899999999999
Nord,,"6228",Gebäude 686,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,09.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"35","5","3","2000",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"06",3458720.62212602,5440592.36847607,110.961945307097,14.4180546929032,11.92
Nord,,"1095",Präsidium,Sommer-Linde,Tilia platyphyllos,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"97","16","10","1980",01-Verletzung,1-leichte Schäden,01-Verletzung,2-deutliche Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"01",3458340.65212566,5439679.09947555,110.400169156016,22.2383156924684,17.8221212121212
Nord,,"7053",Gebäude 712,Spitz-Ahorn,Acer platanoides,Einzelbaum,,30.05.2018,2020 Q4,SVBüro-Strasser,1-verkehrssicher,2-normal,1-vital,1-Jungbaum,"19","6","2","2014",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"07",3458410.249,5440719.095,110.456260558199,,
Nord,,"31",Turm,Spitz-Ahorn,Acer platanoides,Einzelbaum,,10.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"154","19","18","1970",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,3-ausladend,,,"00",3458596.6971259,5440298.3464759,111.031165768987,17.5599770881559,15.8231428571429
Ost,"46","60",O,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"151","17","8","1970",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,CO,3458640.22712633,5431774.32747088,0,,
Nord,,"7066",Gebäude 712,Schwarz-Kiefer,Pinus nigra,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"170","18","11","1970",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"07",3458422.796,5440684.694,110.42956036903,14.74979446968,13.7648387096774
Nord,,"3339",Gebäude 322,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,23.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,2-geschwächt,2-Erwachsener Baum,"138","24","9","1960",,0-keine Schäden,,0-keine Schäden,14-Baumfremder Bewuchs,1-leichte Schäden,1-normal,,,"03",3458335.12512564,5439943.52547571,110.74538556647,19.4269953859113,16.802380952381
Nord,,"2298",Einfahrt Süd,Weiss-/Sandbirke,Betula pendula,Einzelbaum,,19.09.2019,2021 Q1,Zapf,3-wiederherstellbar,1-höher,2-geschwächt,2-Erwachsener Baum,"123","23","11","1975",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 07-Totholz | 08-Wipfeldürre,1-leichte Schäden,1-normal,,,"02",3458345.91612568,5439420.7654754,110.740875666928,16.2176957616436,15.5652380952381
Nord,,"4253",Gebäude 432,"Vogel-, Süss-Kirsche",Prunus avium,Einzelbaum,,07.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"79","11","9","1995",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"04",3458770.186,5439850.906,111.211231360488,10.7705333453947,9.07294117647062
Nord,,"7070",Gebäude 712,Japan. Blüten-Kirsche,Prunus serrulata,Einzelbaum,,30.05.2018,2020 Q4,SVBüro-Strasser,1-verkehrssicher,1-höher,1-vital,1-Jungbaum,"19","5","2","2016",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"07",3458415.371,5440672.016,110.340578982317,1.14942101768283,0.579999999999998
Nord,,"6155",Fremdfirmengelände,Berg-Ahorn,Acer pseudoplatanus,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"53","16","7","1995",01-Verletzung,2-deutliche Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"06",3458917.185,5440117.849,110.396564684856,14.5489908706997,13.2433333333333
Nord,,"7072",Gebäude 712,Nordmanns-Tanne,Abies nordmanniana,Einzelbaum,,30.05.2018,2020 Q4,SVBüro-Strasser,1-verkehrssicher,1-höher,1-vital,1-Jungbaum,"25","4","2","2016",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"07",3458416.148,5440660.497,110.267721411696,6.63227858830416,5.36
Nord,,"6052",Gebäude 612,Hainbuche,Carpinus betulus,Einzelbaum,,08.10.2019,2021 Q2,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"0","9","7","2000",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"06",3458697.724,5440157.151,110.624115699112,4.14588430088786,3.57000000000002
Nord,,"4403",ggü. Gebäude 448,Rot-Eiche,Quercus rubra,Einzelbaum,,07.10.2019,2021 Q2,Zapf,3-wiederherstellbar,1-höher,1-vital,2-Erwachsener Baum,"204","25","16","1960",,0-keine Schäden,,0-keine Schäden,01-Verletzung | 07-Totholz,1-leichte Schäden,1-normal,,,"04",3458918.99212626,5439889.76747565,110.191694080848,17.0751630620095,16.3862857142858
Nord,,"1305",Landesstraße,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,20.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,3-sehr geschwächt,2-Erwachsener Baum,"113","27","7","1960",,0-keine Schäden,,0-keine Schäden,08-Wipfeldürre | 14-Baumfremder Bewuchs,3-erhebliche Schäden,1-normal,,,"01",3458126.1732509,5439407.31195081,110.773314755769,24.6384243746657,18.6860869565217
Nord,,"7016",Gebäude 706,Berg-Ahorn,Acer pseudoplatanus,Einzelbaum,,11.10.2019,2021 Q2,Zapf,1-verkehrssicher,3-geringer,1-vital,2-Erwachsener Baum,"53","9","6","2003",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"07",3458591.387,5440653.66,110.282879868141,,
Nord,,"2213",KITA,,,Baumgruppe,"115",16.10.2019,2021 Q2,Zapf,3-wiederherstellbar,1-höher,1-vital,2-Erwachsener Baum,"126","19","10","1975",,,,,,3-erhebliche Schäden,1-normal,12-Bauschaden,,"02",3458418.25981647,5439391.83736862,110.525609234578,17.5387907654218,15.8124
Nord,,"3207",Gebäude 326,Feld-Ahorn,Acer campestre,Einzelbaum,,24.09.2019,2023 Q4,Zapf,1-verkehrssicher,2-normal,1-vital,1-Jungbaum,"50","4","6","2005",,0-keine Schäden,,0-keine Schäden,01-Verletzung,1-leichte Schäden,1-normal,,,"03",3458398.811,5439970.666,111.07010959815,,
Nord,,"2229",Gebäudemanagement,"Blau-, Stech-Fichte",Picea pungens,Einzelbaum,,02.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"50","8","2","2000",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"02",3458788.482,5439516.855,110.942021242075,7.507978757925,6.91000000000003
Nord,,"4187",Karlsruher Allee,Rot-Eiche,Quercus rubra,Einzelbaum,,26.09.2019,2021 Q1,Zapf,1-verkehrssicher,2-normal,1-vital,2-Erwachsener Baum,"75","10","7","1995",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"04",3458571.072,5439878.124,110.800799623381,0.859200376618546,0.22999999999999
Ost,"70.30","46",NO,Rot-Eiche,Quercus rubra,Einzelbaum,,04.02.2019,2020 Q3,R.Kastner,3-wiederherstellbar,1-höher,2-geschwächt,2-Erwachsener Baum,"119","18","7","1970",,0-keine Schäden,01-Verletzung,1-leichte Schäden,01-Verletzung | 07-Totholz,2-deutliche Schäden,2-einseitig,,,CO,3458691.21812638,5431800.23347089,0,,
Nord,,"3131",Gebäude 316,"Gemeine Kiefer, Föhre",Pinus sylvestris,Einzelbaum,,25.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"38","5","4","2005",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"03",3458203.099,5439880.72,110.453871847626,8.8561281523743,7.59000000000002
Nord,,"1090",Präsidium,Sommer-Linde,Tilia platyphyllos,Einzelbaum,,17.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"66","14","9","1995",,0-keine Schäden,01-Verletzung,1-leichte Schäden,,0-keine Schäden,1-normal,,,"01",3458331.21894587,5439674.46512785,110.41415642177,21.4906711644371,16.9606896551724
Nord,,"9033",nördl. Stromwerk,,,Baumgruppe,"50",22.10.2019,2021 Q2,Zapf,3-wiederherstellbar,1-höher,1-vital,2-Erwachsener Baum,"85","11","7","1990",,,,,,1-leichte Schäden,1-normal,01-Verletzung | 05-V-Vergabelung,,"09",3458418.88569933,5441022.88840941,110.059813525488,11.4568531411782,9.91333333333333
Nord,,"3295",Gebäude 341,Berg-Ahorn,Acer pseudoplatanus,Einzelbaum,,24.09.2019,2021 Q1,Zapf,3-wiederherstellbar,1-höher,3-sehr geschwächt,2-Erwachsener Baum,"101","14","10","1985",,0-keine Schäden,01-Verletzung,2-deutliche Schäden,07-Totholz | 08-Wipfeldürre,2-deutliche Schäden,1-normal,,,"03",3458456.75712577,5440023.84047575,110.376925831601,14.0330741683988,13.06
Nord,,"4272",Gebäude 433,Rot-Eiche,Quercus rubra,Einzelbaum,,27.09.2019,2021 Q1,Zapf,1-verkehrssicher,1-höher,1-vital,2-Erwachsener Baum,"57","8","7","2005",,0-keine Schäden,,0-keine Schäden,,0-keine Schäden,1-normal,,,"04",3458726.91,5439826.52,110.994638319583,5.51369501375079,4.96833333333335
